CODIGO;NOMBRE;LABORATORIO;CATEGORIA;SUBCATEGORIA;PVP_AI;PVP_FARMACIA
204316;OPTIFAST PROTEIN PLUS;NESTLE HEALTH;NUTRICION Y DIETETICA;CONTROL DE PESO;32;0,00
189202;OPTREX PICOR OJO 10ML;RECKITT;ORTOPEDIA Y OPTICA;OPTICA;12,9;0,00
165794;ORALB PROEX DUPLO;P&G;HIGIENE PERSONAL;HIGIENE BUCODENTAL;9,5;8,95
183217;ORALCHUP 12 PAST;VINAS;HIGIENE PERSONAL;HIGIENE BUCODENTAL;8,5;0,00
171714;ORALDINE 400+200;J&J;HIGIENE PERSONAL;HIGIENE BUCODENTAL;9,9;10,95
157169;ORALDINE 200 ML;J&J;HIGIENE PERSONAL;HIGIENE BUCODENTAL;4,5;0,00
ACTI6221;OREGANO EQUISALUD;EQUISALUD;NUTRICION Y DIETETICA;SUPLEMENTOS;14,9;
494385;ORLYS PANTS DIA GR 80U;ORLYS;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;45;31,14
464024;ORLYS PANTS NOCH MED 60;ORLYS;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;48;0,00
494435;ORLYS PANTS SNOCH GR 80;ORLYS;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;52;52,70
488627;ORLYS PANTS SNOCH MD 40;ORLYS;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;26;26,34
494419;ORLYS PROTE NOCH GD 80;ORLYS;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;52;43,91
494401;ORLYS PROTE NOCH M 80U;ORLYS;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;52;43,91
181537;ORTHO KIN COLUTOR 500;KIN;HIGIENE PERSONAL;HIGIENE BUCODENTAL;8,9;0,00
167449;ORTOPAD HAPPY JUNIOR 20;ORTOPAD;ORTOPEDIA Y OPTICA;OPTICA;11,5;0,00
191996;ORTOPAD SOFT BOYS 50U;ORTOPAD;ORTOPEDIA Y OPTICA;OPTICA;24,5;0,00
159960;OTC ANTIPIOJ CHAMPU;OTC (ANGELINI);DERMOCOSMETICA;CUIDADO CAPILAR;10,95;0,00
181478;OTIFAES TAPONOX 45ML;FAES FARMA;HIGIENE PERSONAL;HIGIENE CORPORAL;12,5;0,00
124628;OTIFREE 60ML;VETOQUINOL;VETERINARIA;HIGIENE MASCOTAS;14,9;0,00
173382;OTOFRESH STICK;VARIOS;HIGIENE PERSONAL;HIGIENE CORPORAL;6,5;0,00
176313;OTOVENT 5 UN;VARIOS;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;32;0,00
189876;OUNE SOL UNICA 2X360;FARLINE;ORTOPEDIA Y OPTICA;OPTICA;13,9;0,00
163031;OUNE SOL UNICA 2X100;FARLINE;ORTOPEDIA Y OPTICA;OPTICA;6,5;0,00
200968;OVOSICARE FERTILITY 30;PROCARE HEALTH;NUTRICION Y DIETETICA;SUPLEMENTOS;26,5;0,00
200969;OVOSICARE FERTILITY 60;PROCARE HEALTH;NUTRICION Y DIETETICA;SUPLEMENTOS;48;54,95
205637;OVOSICARE PROFIV 14SOB;PROCARE HEALTH;NUTRICION Y DIETETICA;SUPLEMENTOS;32,5;0,00
156535;OVUSITOL 14 SOBR;ITALFARMACO;NUTRICION Y DIETETICA;SUPLEMENTOS;11,9;29,95
178028;OVUSITOL D 14 SOBRES;ITALFARMACO;NUTRICION Y DIETETICA;SUPLEMENTOS;14,5;0,00
209891;OVUSITOL GLUZEM 28SOB;ITALFARMACO;NUTRICION Y DIETETICA;SUPLEMENTOS;24,9;0,00
190747;OXICOL PLUS OMEGA 30;ITALFARMACO;NUTRICION Y DIETETICA;SUPLEMENTOS;22,5;0,00
166214;OZOAQUA ACEITE 100 ML;OZOAQUA;DERMOCOSMETICA;CUIDADO CORPORAL;21,5;0,00
190327;OZOAQUA ACEITE 15 ML;OZOAQUA;DERMOCOSMETICA;CUIDADO CORPORAL;9,9;0,00
201803;OZONEST 20 TOALLITAS;OZONEST;ORTOPEDIA Y OPTICA;OPTICA;16,9;19,95
201802;OZONEST SOL OFTAL 8ML;OZONEST;ORTOPEDIA Y OPTICA;OPTICA;15,5;19,95
180743;P DESMAQ WATERPROOF;FARLINE;HIGIENE PERSONAL;HIGIENE CORPORAL;2,5;0,00
SPORT616;SPORTSALIL PACK CALOR;SALUD Y BOTIQUIN;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;14,9;
166290;PACK CEPILLO VITIS MED;VITIS (DENTAID);HIGIENE PERSONAL;HIGIENE BUCODENTAL;4,5;9,95
166289;PACK CEPILLO VITIS SUAV;VITIS (DENTAID);HIGIENE PERSONAL;HIGIENE BUCODENTAL;4,5;0,00
FARL9316;PACK CORDONES GAFA X10;FARLINE;ORTOPEDIA Y OPTICA;OPTICA;24,9;
166295;PACK DESENSIN PASTA 2X;DENTAID;HIGIENE PERSONAL;HIGIENE BUCODENTAL;11,5;0,00
165301;PACK DESENSIN PAS+COL;DENTAID;HIGIENE PERSONAL;HIGIENE BUCODENTAL;14,9;0,00
174116;PACK DESENSIN REPAIR;DENTAID;HIGIENE PERSONAL;HIGIENE BUCODENTAL;15,5;0,00
LARO1436;PACK EFFACLAR DUO+M;LA ROCHE POSAY;DERMOCOSMETICA;CUIDADO FACIAL;18,9;
210895;PACK NG BB CR-GEL+SERUM;NEUTROGENA;DERMOCOSMETICA;CUIDADO FACIAL;24,9;0,00
210897;PACK NG HB GEL+CONTORNO;NEUTROGENA;DERMOCOSMETICA;CUIDADO FACIAL;21;0,00
EUC663;PACK PROTECT LABIAL;EUCERIN;DERMOCOSMETICA;CUIDADO FACIAL;7,5;
LARO0999;PACK HYALU B5 + MINI;LA ROCHE POSAY;DERMOCOSMETICA;CUIDADO FACIAL;42,5;
LARO1033;PACK RETINOL + MINIS;LA ROCHE POSAY;DERMOCOSMETICA;CUIDADO FACIAL;48;
166291;PACK VITIS CINTA CERA;DENTAID;HIGIENE PERSONAL;HIGIENE BUCODENTAL;6,95;0,00
166293;PACK VITIS ENCIAS 2X150;DENTAID;HIGIENE PERSONAL;HIGIENE BUCODENTAL;12,5;19,95
165299;PACK VITIS ENCIAS P+C;DENTAID;HIGIENE PERSONAL;HIGIENE BUCODENTAL;14,9;0,00
174473;PAIDATOPIC CREMA 400ML;PAIDATOPIC;CUIDADO BEBE;COSMETICA INFANTIL;22,5;0,00
238493;PAN-REUMOL BANO MANOS;VINAS;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;10,95;0,00
456301;PANTY PREMAMA T5;FARMALASTIC;ORTOPEDIA Y OPTICA;ORTOPEDIA;28;0,00
181816;PAPILOCARE GEL 7CANULAS;PROCARE HEALTH;HIGIENE PERSONAL;HIGIENE INTIMA;24,9;0,00
198502;PAPILOCARE GEL 21CANUL;PROCARE HEALTH;HIGIENE PERSONAL;HIGIENE INTIMA;62;0,00
195638;PARADONTAX HERBAL FRESH;GSK;HIGIENE PERSONAL;HIGIENE BUCODENTAL;5,5;0,00
195467;PARADONTAX HERBAL ORIG;GSK;HIGIENE PERSONAL;HIGIENE BUCODENTAL;5,5;0,00
213662;PARCHE LUMBAR DOLOR 3U;VARIOS;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;6,5;0,00
153819;PARCHES HIDROGEL MEDELA;MEDELA;HIGIENE PERSONAL;HIGIENE INTIMA;18,9;0,00
186465;PARODONTAX COMPLET 75;GSK;HIGIENE PERSONAL;HIGIENE BUCODENTAL;5,95;0,00
204659;PARODONTAX ENCIAS+ALIE;GSK;HIGIENE PERSONAL;HIGIENE BUCODENTAL;5,95;8,95
193562;PARODONTAX HERBAL COLUT;GSK;HIGIENE PERSONAL;HIGIENE BUCODENTAL;8,9;0,00
158598;PAROGENCYL CONTROL 2X;PAROGENCYL;HIGIENE PERSONAL;HIGIENE BUCODENTAL;11,5;0,00
393090;PAROGENCYL PASTA 125;PAROGENCYL;HIGIENE PERSONAL;HIGIENE BUCODENTAL;6,95;0,00
179513;PARPADUAL 15 ML;PARPADUAL;ORTOPEDIA Y OPTICA;OPTICA;14,9;0,00
178078;PARPAFRESH 30 TOALLIT;PARPAFRESH;ORTOPEDIA Y OPTICA;OPTICA;15,9;0,00
177155;PASTA BLANQUEAD FARLINE;FARLINE;HIGIENE PERSONAL;HIGIENE BUCODENTAL;3,95;0,00
163647;PASTA DENTAL LACER 200;LACER;HIGIENE PERSONAL;HIGIENE BUCODENTAL;9,9;0,00
169332;PASTILLAS GARGANTA 21U;FARLINE;NUTRICION Y DIETETICA;SUPLEMENTOS;5,5;0,00
160187;PASTILLAS LIMPIAD FARL;FARLINE;HIGIENE PERSONAL;HIGIENE BUCODENTAL;4,95;0,00
177898;PCOS 30 CAP;PCOS;NUTRICION Y DIETETICA;SUPLEMENTOS;24;0,00
193720;PEDIASURE FRESA 850G;ABBOTT;NUTRICION Y DIETETICA;INFANTIL;24,9;0,00
193186;PEDIASURE VAINILLA 400;ABBOTT;NUTRICION Y DIETETICA;INFANTIL;14,5;18,95
PENDI001;PENDIENTES ADULTOS;CORONATION;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;12;
PENDI002;PENDIENTES BEBES;CORONATION;CUIDADO BEBE;ACCESORIOS;12;
505292;PEPTISENS 32X200ML;PEPTISENS;NUTRICION Y DIETETICA;SUPLEMENTOS;120,00 ? (PK);0,00
156120;PERIO AID MANTENIM 1L;DENTAID;HIGIENE PERSONAL;HIGIENE BUCODENTAL;18,9;0,00
268409;PERIO AID MANTENIM 150;DENTAID;HIGIENE PERSONAL;HIGIENE BUCODENTAL;4,95;0,00
166538;PERIO AID SIN ALCOH 500;DENTAID;HIGIENE PERSONAL;HIGIENE BUCODENTAL;9,5;12,95
184718;PERIO AID BIO-ADHESIVO;DENTAID;HIGIENE PERSONAL;HIGIENE BUCODENTAL;8,9;0,00
163493;PERIO AID GEL DENTAL 75;DENTAID;HIGIENE PERSONAL;HIGIENE BUCODENTAL;7,9;11,95
262857;PERIO AID SPRAY 50 ML;DENTAID;HIGIENE PERSONAL;HIGIENE BUCODENTAL;8,5;0,00
177311;PERIO AID TRATAMIENTO;DENTAID;HIGIENE PERSONAL;HIGIENE BUCODENTAL;5,2;6,95
375097;PERIO KIN ENJUAGUE 250;KIN;HIGIENE PERSONAL;HIGIENE BUCODENTAL;7,5;0,00
159087;PERIO KIN GEL CLORHEX;KIN;HIGIENE PERSONAL;HIGIENE BUCODENTAL;6,95;0,00
193495;PERIO KIN HYALURONIC;KIN;HIGIENE PERSONAL;HIGIENE BUCODENTAL;8,9;0,00
189621;PERIO KIN SPRAY 40 ML;KIN;HIGIENE PERSONAL;HIGIENE BUCODENTAL;8,2;0,00
244046;PERSPIREX AXIL 20ML;RIEMANN;HIGIENE PERSONAL;HIGIENE CORPORAL;14,5;16,95
179092;PERSPIREX COMFORT 20ML;RIEMANN;HIGIENE PERSONAL;HIGIENE CORPORAL;14,5;0,00
184823;PETIT CLARAC GEL-CHAMP;CLARAC;CUIDADO BEBE;COSMETICA INFANTIL;8,9;0,00
186508;PH NOR 30 COMP;VARIOS;NUTRICION Y DIETETICA;SUPLEMENTOS;12,5;14,95
172554;PHARMA KIDS EAU TOILETT;PHARMA KIDS;CUIDADO BEBE;COSMETICA INFANTIL;11,9;0,00
183153;PHARMASOR HIMELAN 30C;SORIA NATURAL;NUTRICION Y DIETETICA;SUPLEMENTOS;16,5;0,00
154541;PHARMATON 50 PLUS 60C;SANOFI;NUTRICION Y DIETETICA;SUPLEMENTOS;18,9;0,00
164332;PHARMATON COMPLEX 100C;SANOFI;NUTRICION Y DIETETICA;SUPLEMENTOS;26,5;30,95
154355;PHARMATON COMPLEX 60C;SANOFI;NUTRICION Y DIETETICA;SUPLEMENTOS;18,5;25,95
188009;PHARYSOL TOS PEDIATRIC;PHARYSOL;NUTRICION Y DIETETICA;INFANTIL;13,9;0,00
151982;PHB APLICAD HILO PTFE;PHB;HIGIENE PERSONAL;HIGIENE BUCODENTAL;5,5;0,00
191449;PHB DUPLO PASTA 75+75;PHB;HIGIENE PERSONAL;HIGIENE BUCODENTAL;7,9;8,95
183470;PHB FLEXI INTERD FINO;PHB;HIGIENE PERSONAL;HIGIENE BUCODENTAL;6,5;0,00
351742;PHB PACK PASTA VIAJE;PHB;HIGIENE PERSONAL;HIGIENE BUCODENTAL;5,95;4,95
172799;PHB SPRAY FRESH 15 ML;PHB;HIGIENE PERSONAL;HIGIENE BUCODENTAL;4,2;0,00
159044;PHB TOTAL PLUS 500 ML;PHB;HIGIENE PERSONAL;HIGIENE BUCODENTAL;7,5;10,95
187554;PHB TOTAL PLUS DUPLO;PHB;HIGIENE PERSONAL;HIGIENE BUCODENTAL;10,95;18,79
580889;PHENOLEPTIL 25 MG;VETPLUS;VETERINARIA;HIGIENE MASCOTAS;38;0,00
208706;PHOTOPREVENT B3 NICO;CANTABRIA LABS;NUTRICION Y DIETETICA;SUPLEMENTOS;24,9;0,00
178708;PHY SRO FISIO 40 MONO;VARIOS;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;10,5;0,00
207713;PHYSIORELAX CBD 75 ML;PHYSIORELAX;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;16,9;0,00
165337;PHYSIORELAX FORTE 75;PHYSIORELAX;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;11,5;11,95
165338;PHYSIORELAX FORTE 250;PHYSIORELAX;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;26,9;0,00
172457;PHYSIORELAX POLAR 75;PHYSIORELAX;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;12,5;15,95
189099;PHYSIORELAX ROLL-ON;PHYSIORELAX;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;9,9;0,00
168855;PHYSIORELAX ULTRA HEAT;PHYSIORELAX;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;13,5;0,00
212362;PHYTOCYST FORTE 30C;DRASANVI;NUTRICION Y DIETETICA;SUPLEMENTOS;19,9;0,00
168615;PIGMENTCLAR OJOS 15ML;LA ROCHE POSAY;DERMOCOSMETICA;CUIDADO FACIAL;26,5;32,95
PILEX1395;PILEXIL FORTE 120 CAPS;PILEXIL (LACER);DERMOCOSMETICA;CUIDADO CAPILAR;42;
184837;PILEXIL CHAMPU 900ML;PILEXIL (LACER);DERMOCOSMETICA;CUIDADO CAPILAR;38;0,00
PILE5217;PILEXIL CAPS DUPLO 200;PILEXIL (LACER);DERMOCOSMETICA;CUIDADO CAPILAR;59;
183911;PILEXIL FORTE 150 CAPS;PILEXIL (LACER);DERMOCOSMETICA;CUIDADO CAPILAR;49,9;0,00
165790;PILEXIL FORTE AMPOLLAS 20U;LACER;DERMOCOSMETICA;CUIDADO CAPILAR;38,5;54,95
133081;PILEXIL FORTE DUPLO 100CAP;LACER;DERMOCOSMETICA;CUIDADO CAPILAR;32,9;0,00
BET22243;PINCEL DIFUMINSOMBR BETER;BETER;HIGIENE PERSONAL;HIGIENE CORPORAL;5,5;
BET22242;PINCEL SOMBREADOR BETER;BETER;HIGIENE PERSONAL;HIGIENE CORPORAL;4,95;
242834;PINZA BETER DIAGONAL;BETER;HIGIENE PERSONAL;HIGIENE CORPORAL;3,95;0,00
BET90210;PINZA CEJAS BETER COLORES;BETER;HIGIENE PERSONAL;HIGIENE CORPORAL;3,5;
197703;PIROTEX DS CHAMPU 200 ML;UNIPHARMA;DERMOCOSMETICA;CUIDADO CAPILAR;14,2;0,00
383927;PLAC CONTROL DENTAL;DENTAID;HIGIENE PERSONAL;HIGIENE BUCODENTAL;6,9;0,00
FARMAL985;PLANTILLA ALINEACION POSTU;FARMALASTIC;ORTOPEDIA Y OPTICA;ORTOPEDIA;28;
267220;PLANTILLA COMFORSIL 401;COMFORSIL;ORTOPEDIA Y OPTICA;ORTOPEDIA;14,5;0,00
384529;PLANTILLA DEVOR-OLOR;DEVOR-OLOR;HIGIENE PERSONAL;HIGIENE CORPORAL;9,95;0,00
753241;POLLENS 30CH GRA;BOIRON;NUTRICION Y DIETETICA;SUPLEMENTOS;6,5;0,00
238022;PON EMO SOLU 500 ML;VINAS;DERMOCOSMETICA;CUIDADO CORPORAL;15,9;0,00
198822;POT 4 FRUTAS 235G;HERO;NUTRICION Y DIETETICA;INFANTIL;1,8;0,00
584971;PREDNICORTONE 20 MG;DECHRA;VETERINARIA;HIGIENE MASCOTAS;18,5;0,00
584958;PREDNICORTONE 5 MG;DECHRA;VETERINARIA;HIGIENE MASCOTAS;12;0,00
166549;PREREID 3X250ML;HUMANA;NUTRICION Y DIETETICA;INFANTIL;14,5;0,00
200091;PRIMACOL FOLICO 30 CAPS;PRIMACOL;NUTRICION Y DIETETICA;SUPLEMENTOS;16,9;0,00
DISM8977;PRINCESS ESTUCHE INFANTIL;VARIOS;CUIDADO BEBE;ACCESORIOS;12,5;
BIOIB378;PRO-ENTERIC TRIPLEX 30ML;BIOIBERICA;VETERINARIA;HIGIENE MASCOTAS;22;
216412;PROBINFLAM 20 CAPSULAS;PHARMADIET;NUTRICION Y DIETETICA;SUPLEMENTOS;19,5;0,00
400086;PROCHAMBER CAMARA INHAL.;PHILIPS;SALUD Y BOTIQUIN;APARATOS MEDICION;24,9;0,00
183131;PROCTEN CREMA 40ML;ERBAGIL;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;16,5;0,00
166846;PROCTOIAL GEL RECTAL 30ML;ITALFARMACO;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;14,9;16,95
194525;PRODEFEN PLUS SBR 10;ITALFARMACO;NUTRICION Y DIETETICA;SUPLEMENTOS;12,5;15,95
8,41212E;APLICADOR SOMBRA BETER;BETER;HIGIENE PERSONAL;HIGIENE CORPORAL;2,5;
8,41212E;DELINEADOR CEJAS BETER;BETER;HIGIENE PERSONAL;HIGIENE CORPORAL;3,95;
174606;PROFIL DUREX TOTAL 12+3;RECKITT;SALUD Y BOTIQUIN;SALUD SEXUAL;16,5;0,00
178141;PROFIL DUREX INV EXTFINO;RECKITT;SALUD Y BOTIQUIN;SALUD SEXUAL;15,9;0,00
248716;PROFIL DUREX NAT PLU 24;RECKITT;SALUD Y BOTIQUIN;SALUD SEXUAL;24,9;0,00
363184;PROFIL DUREX REGULAR 6;RECKITT;SALUD Y BOTIQUIN;SALUD SEXUAL;6,5;0,00
173044;PROFIL DUREX NATURAL 12+3;RECKITT;SALUD Y BOTIQUIN;SALUD SEXUAL;16,5;0,00
248708;PROFIL DUREX PLACER PROL;RECKITT;SALUD Y BOTIQUIN;SALUD SEXUAL;15,5;16,95
172897;PROFIL DUREX REAL FEEL 12;RECKITT;SALUD Y BOTIQUIN;SALUD SEXUAL;16,5;0,00
258657;PROFIL DUREX SENSITI 12;RECKITT;SALUD Y BOTIQUIN;SALUD SEXUAL;14,5;13,95
169921;PROFIL DUREX SIN LATEX 12;RECKITT;SALUD Y BOTIQUIN;SALUD SEXUAL;16,9;0,00
FORTI5755;PROPLAN CANINE FORTIFLORA;NESTLE PURINA;VETERINARIA;HIGIENE MASCOTAS;32;
FORTI5756;PROPLAN FELINE FORTIFLORA;NESTLE PURINA;VETERINARIA;HIGIENE MASCOTAS;32;
153826;PROTECTOR PEZON 2U MEDELA;MEDELA;HIGIENE PERSONAL;HIGIENE INTIMA;13,9;0,00
150397;PROTEGESLIP FARMACONFOR;FARMACONFORT;HIGIENE PERSONAL;HIGIENE INTIMA;4,5;0,00
PUNTOS;PUNTOS FIDELIDAD;N/A;OTROS;SERVICIOS;0;
151130;PURE NIACINAMIDE 10 30ML;LA ROCHE POSAY;DERMOCOSMETICA;CUIDADO FACIAL;38,9;0,00
233742;PURE VITAMIN C12 30ML;LA ROCHE POSAY;DERMOCOSMETICA;CUIDADO FACIAL;42,5;49,95
302339;PURELAN 100 CR 37 G;MEDELA;HIGIENE PERSONAL;HIGIENE INTIMA;14,5;0,00
PWD50129;PWD BARRITA CHOC 35G;PWD;NUTRICION Y DIETETICA;CONTROL DE PESO;2,2;
PWD93714;PWD BARRITA FRUTAS 35G;PWD;NUTRICION Y DIETETICA;CONTROL DE PESO;2,2;
PWD10417;PWD BARRITA GALLETA 35G;PWD;NUTRICION Y DIETETICA;CONTROL DE PESO;2,2;
PWD84614;PWD BARRITA TIRAMISU 35G;PWD;NUTRICION Y DIETETICA;CONTROL DE PESO;2,2;
PWD01462;PWD BARRITA YOGURT 35G;PWD;NUTRICION Y DIETETICA;CONTROL DE PESO;2,2;
182168;QPROST 10 SUPOSITORIOS;PHARMADIET;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;16,9;0,00
KE805836;QUICK RECOVERY 600G;KEEP GOING;NUTRICION Y DIETETICA;SUPLEMENTOS;28;
186456;RECAMBIO CEPILLO SENS 3U;P&G;HIGIENE PERSONAL;HIGIENE BUCODENTAL;18,9;0,00
172517;RECAMBIO ORALB CROSS 3U;P&G;HIGIENE PERSONAL;HIGIENE BUCODENTAL;18,9;21,95
264264;RECAMBIO ORALB STAGES 4U;P&G;HIGIENE PERSONAL;HIGIENE BUCODENTAL;19,5;0,00
577955;RECONCILE 16MG 30COM;ELANCO;VETERINARIA;HIGIENE MASCOTAS;45;0,00
211388;RECUDROP 10 ML;THEA;ORTOPEDIA Y OPTICA;OPTICA;16,5;0,00
154854;RECUGEL GEL OFTAL 10 G;BAUSCH & LOMB;ORTOPEDIA Y OPTICA;OPTICA;13,9;20,95
DIST1789;REDONYL ULTRA 50MG;DECHRA;VETERINARIA;HIGIENE MASCOTAS;35;
154268;REDOXCOMPLEX 30 COMP EF;BAYER;NUTRICION Y DIETETICA;SUPLEMENTOS;14,5;20,95
211628;REDOXITOS EXTRA DEFEN 25;BAYER;NUTRICION Y DIETETICA;SUPLEMENTOS;8,9;0,00
203767;REDOXON ADVANCE 15 COMP;BAYER;NUTRICION Y DIETETICA;SUPLEMENTOS;12,5;0,00
159325;REDOXON EFERV LIMON 30C;BAYER;NUTRICION Y DIETETICA;SUPLEMENTOS;13,9;0,00
159323;REDOXON EXTRA DEFEN 15C;BAYER;NUTRICION Y DIETETICA;SUPLEMENTOS;9,95;0,00
159324;REDOXON EXTRA DEFEN 30C;BAYER;NUTRICION Y DIETETICA;SUPLEMENTOS;15,9;19,95
BAY07830;REDOXON DUPLO 45+15;BAYER;NUTRICION Y DIETETICA;SUPLEMENTOS;19,95;
160672;REDOXON INMUNO 4 14SOB;BAYER;NUTRICION Y DIETETICA;SUPLEMENTOS;11,5;14,95
176547;REDOXON VIT C NARANJA 30;BAYER;NUTRICION Y DIETETICA;SUPLEMENTOS;12,5;0,00
202458;REFLUZERO 20 COMP;MENARINI;NUTRICION Y DIETETICA;SUPLEMENTOS;14,9;16,95
206301;REGENAIL BARNIZ UNAS;VINAS;DERMOCOSMETICA;CUIDADO CORPORAL;18,9;25,95
179694;REGENHIAL INTIM GEL 2X;LAVIGOR;HIGIENE PERSONAL;HIGIENE INTIMA;24,5;0,00
197930;RELEC RECAMBIO ELECTRICO;PERRIGO;HIGIENE PERSONAL;HIGIENE CORPORAL;8,5;0,00
197929;RELEC DISPOSITIVO ELECT;PERRIGO;HIGIENE PERSONAL;HIGIENE CORPORAL;10,9;0,00
196905;RELEC FUERTE FAMILIAR;PERRIGO;HIGIENE PERSONAL;HIGIENE CORPORAL;11,5;0,00
178982;RELEC INFANTIL 100 ML;PERRIGO;CUIDADO BEBE;COSMETICA INFANTIL;9,9;0,00
169081;RELIVE TOTAL CARE 20 VIAL;VARIOS;ORTOPEDIA Y OPTICA;OPTICA;14,9;0,00
209120;REMESCAR BOLSA Y OJERA;REMESCAR;DERMOCOSMETICA;CUIDADO FACIAL;29,9;0,00
200272;REMIREN 30 CAPSULAS;HORUS PHARMA;NUTRICION Y DIETETICA;SUPLEMENTOS;28;0,00
187691;REPASKIN SPF 50 COLOR;SESDERMA;DERMOCOSMETICA;PROTECCION SOLAR;24,9;0,00
328654;RESALIM PLUS 10 CAPS;PHERGAL;NUTRICION Y DIETETICA;SUPLEMENTOS;9,95;0,00
501213;RESOURCE DIABET CAFE 24;NESTLE HEALTH;NUTRICION Y DIETETICA;SUPLEMENTOS;75,00 ? (PK);130,98
503409;RESOURCE PROTEIN FRESA;NESTLE HEALTH;NUTRICION Y DIETETICA;SUPLEMENTOS;72,00 ? (PK);0,00
179323;RESPIMAR DESCONGESTIVO;FARLINE;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;10,95;0,00
179324;RESPIMAR DESCONGEST GOT;FARLINE;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;8,5;6,95
179322;RESPIMAR PEDIATRICO;FARLINE;CUIDADO BEBE;ACCESORIOS;9,95;0,00
315518;RETILUT 60 CAPS;THEA;NUTRICION Y DIETETICA;SUPLEMENTOS;34,9;0,00
233734;RETINOL B3 SERUM 30 ML;LA ROCHE POSAY;DERMOCOSMETICA;CUIDADO FACIAL;42,5;0,00
179072;REUTERI GOTAS 10 ML;CASEN RECORDATI;NUTRICION Y DIETETICA;INFANTIL;19,95;21,95
167240;REVIDOX ADN 28 CAPS;ACTAFARMA;NUTRICION Y DIETETICA;SUPLEMENTOS;32,5;0,00
201701;REVITAL DEFENSAS 20 VIAL;PHARMA OTC;NUTRICION Y DIETETICA;SUPLEMENTOS;18,9;21,95
151290;REVITAL GINSENG+JALEA;PHARMA OTC;NUTRICION Y DIETETICA;SUPLEMENTOS;16,5;0,00
156011;RF TEST OVULACION 10U;FARLINE;SALUD Y BOTIQUIN;SALUD SEXUAL;14,5;0,00
177577;RF VITALFAN PROGRESIVA;RENE FURTERER;DERMOCOSMETICA;CUIDADO CAPILAR;42;0,00
185969;RHINODOUCHE JUNIOR;INIBSA;CUIDADO BEBE;ACCESORIOS;18,9;0,00
184757;RHINOMER ALOE VERA 100;GSK;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;12,5;0,00
196378;RHINOMER F-2 MEDIUM 135;GSK;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;11,9;0,00
196360;RHINOMER F-3 FTE 135 ML;GSK;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;11,9;0,00
160685;RHINOMER F3 XL 180 ML;GSK;SALUD Y BOTIQUIN;PRIMEROS AUXILIOS;13,95;0,00
165880;RHODIORELAX 45 CAPS;ARKOPHARMA;NUTRICION Y DIETETICA;SUPLEMENTOS;14,5;12,95
173403;RICOLA ARANDANO CAJA;RICOLA;NUTRICION Y DIETETICA;SUPLEMENTOS;2,5;2,95
210804;RICOLA ARANDANO BOLSA;RICOLA;NUTRICION Y DIETETICA;SUPLEMENTOS;3,95;0,00
210513;RICOLA MENTOL BOLSA;RICOLA;NUTRICION Y DIETETICA;SUPLEMENTOS;3,95;0,00
194411;RICOLA FLOR SAUCO BOLSA;RICOLA;NUTRICION Y DIETETICA;SUPLEMENTOS;3,95;0,00
RICO4547;RICOLA DUPLO STEVIA;RICOLA;NUTRICION Y DIETETICA;SUPLEMENTOS;4,5;
173397;RICOLA EUCALIPTO CAJA;RICOLA;NUTRICION Y DIETETICA;SUPLEMENTOS;2,5;2,95
173402;RICOLA FLOR SAUCO CAJA;RICOLA;NUTRICION Y DIETETICA;SUPLEMENTOS;2,5;2,95
173396;RICOLA HIERBAS CAJA;RICOLA;NUTRICION Y DIETETICA;SUPLEMENTOS;2,5;2,95
173391;RICOLA HIERBAS BOLSA;RICOLA;NUTRICION Y DIETETICA;SUPLEMENTOS;3,95;0,00
173392;RICOLA LIMON BOLSA;RICOLA;NUTRICION Y DIETETICA;SUPLEMENTOS;3,95;0,00
173398;RICOLA LIMON CAJA;RICOLA;NUTRICION Y DIETETICA;SUPLEMENTOS;2,5;2,95
